gender,age,degree,quallife,health,life,happy,income,finalter,hlthphys,hlthmntl,satsoc
NA,28,Associate/Junior College,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
Male,36,Bachelors,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Female,34,Associate/Junior College,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Male,25,High School,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Very Good,Very Good,Fair
Male,62,High School,Fair,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Very Good
Male,33,High School,Fair,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Fair
NA,37,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Fair
Female,36,Less than High School,Good,Good,Routine,Very Happy,$25000 or more,Stayed the same,Good,Good,Fair
NA,41,High School,Poor,Poor,Dull,Not too Happy,$20000 to $24999,Stayed the same,Poor,Poor,Poor
Male,61,High School,Good,NA,NA,Pretty Happy,NA,Stayed the same,Good,Very Good,Very Good
NA,71,Graduates,Excellent,Excellent,Exciting,Very Happy,NA,Getting better,Excellent,Excellent,Excellent
Female,53,Graduates,Excellent,NA,NA,Not too Happy,NA,Getting better,Good,Fair,Fair
NA,44,High School,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
Female,50,Associate/Junior College,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Stayed the same,Excellent,Very Good,Good
Female,75,Less than High School,Fair,NA,NA,Not too Happy,$15000 to $19999,Getting worse,Poor,Fair,Fair
Male,69,High School,Very Good,Excellent,Exciting,Not too Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,63,Bachelors,Very Good,Fair,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Fair,Fair
Male,80,High School,Very Good,NA,NA,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Excellent,Excellent
NA,66,High School,Very Good,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Good,Very Good,Good
NA,35,High School,Excellent,Excellent,Routine,Pretty Happy,$25000 or more,Stayed the same,Excellent,Very Good,Excellent
Female,44,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Very Good,Excellent,Good
NA,81,High School,Very Good,Good,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Good,Good,Good
Female,76,High School,Excellent,Poor,Exciting,Very Happy,$25000 or more,Getting better,Very Good,Excellent,Excellent
Male,34,High School,Very Good,Excellent,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Good
NA,18,Less than High School,Fair,Fair,Routine,Not too Happy,$25000 or more,Stayed the same,Fair,Very Good,Good
Female,36,High School,Good,Good,Routine,Not too Happy,$25000 or more,Stayed the same,Good,Very Good,Poor
Male,70,Associate/Junior College,Good,NA,NA,Pretty Happy,$15000 to $19999,Getting worse,Poor,Excellent,Very Good
Male,41,Less than High School,Good,Fair,Routine,Very Happy,$25000 or more,Stayed the same,Fair,Excellent,Very Good
Male,34,High School,Good,NA,NA,Pretty Happy,NA,Stayed the same,Good,Good,Good
NA,57,High School,Very Good,Good,Routine,Very Happy,$25000 or more,Stayed the same,Good,Good,Very Good
Male,30,High School,Very Good,Poor,Exciting,Pretty Happy,$20000 to $24999,Stayed the same,Poor,Good,Excellent
Male,56,Associate/Junior College,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Very Good,Very Good,Poor
NA,53,High School,Very Good,Good,Exciting,Not too Happy,$25000 or more,Getting better,Good,Good,Very Good
Male,54,Bachelors,Excellent,NA,NA,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,70,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
Female,37,High School,Very Good,Excellent,Exciting,Very Happy,$3000 to $3999,Stayed the same,Excellent,Excellent,Excellent
Female,59,Less than High School,Excellent,NA,NA,Very Happy,$4000 to $4999,Getting better,Very Good,Very Good,Very Good
Male,51,High School,Excellent,NA,NA,Pretty Happy,$20000 to $24999,Stayed the same,Good,Good,Excellent
Male,52,Associate/Junior College,Excellent,Good,Routine,Not too Happy,$25000 or more,Stayed the same,Good,Good,Good
Male,53,High School,Very Good,NA,NA,Not too Happy,$10000 to $14999,Stayed the same,Poor,Excellent,Good
Male,60,High School,Good,Fair,Exciting,Pretty Happy,$15000 to $19999,Getting better,Fair,Fair,Good
Male,18,Less than High School,Good,NA,NA,Pretty Happy,NA,Stayed the same,Very Good,Good,Fair
NA,33,Less than High School,Excellent,Good,Exciting,Very Happy,$20000 to $24999,Getting better,Good,Excellent,Excellent
Female,22,High School,Good,NA,NA,Not too Happy,$20000 to $24999,Getting better,Good,Very Good,Very Good
NA,53,High School,Very Good,Fair,Exciting,Very Happy,$20000 to $24999,Stayed the same,Good,Excellent,Very Good
Male,66,High School,Very Good,Good,Routine,Very Happy,$25000 or more,Stayed the same,Very Good,Good,Good
Female,28,Graduates,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,27,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,89,High School,NA,NA,NA,Pretty Happy,NA,Stayed the same,NA,NA,NA
Female,26,High School,Excellent,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Excellent,Very Good
NA,28,High School,Good,Good,Routine,Pretty Happy,$10000 to $14999,Getting worse,Good,Good,Good
Male,66,Associate/Junior College,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,59,High School,Good,Good,Exciting,Very Happy,$25000 or more,Getting better,Good,Good,Good
NA,80,Bachelors,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
NA,75,High School,Very Good,Good,Routine,Pretty Happy,NA,Getting better,Good,Fair,Good
Male,73,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting worse,Very Good,Good,Good
NA,64,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Female,36,Associate/Junior College,Good,Good,Exciting,Pretty Happy,$25000 or more,Getting worse,Very Good,Very Good,Very Good
NA,65,Less than High School,Good,Good,Routine,Pretty Happy,$15000 to $19999,Getting better,Good,Good,Very Good
Female,82,High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,29,High School,NA,Fair,Routine,Pretty Happy,$10000 to $14999,Stayed the same,NA,NA,NA
Male,37,Bachelors,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,39,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
NA,40,Associate/Junior College,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
NA,39,Bachelors,NA,NA,NA,Not too Happy,$25000 or more,Stayed the same,NA,NA,NA
Male,63,High School,Good,Fair,Routine,Pretty Happy,$25000 or more,Getting better,Fair,Very Good,Good
NA,39,High School,Good,Good,Routine,Pretty Happy,$15000 to $19999,Stayed the same,Good,Good,Good
NA,33,Associate/Junior College,NA,Excellent,Routine,Pretty Happy,NA,Getting better,NA,NA,NA
NA,57,High School,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Getting better,Excellent,Very Good,Excellent
Male,44,Associate/Junior College,Very Good,Excellent,Exciting,Pretty Happy,NA,Getting better,Very Good,Very Good,Very Good
NA,43,Associate/Junior College,Excellent,Good,Routine,Very Happy,NA,Stayed the same,Very Good,Very Good,Very Good
NA,48,Bachelors,NA,Excellent,Exciting,Very Happy,$25000 or more,Getting better,NA,NA,NA
Female,27,High School,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Fair,Very Good
Male,59,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting worse,Good,Very Good,Good
NA,46,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
NA,51,Associate/Junior College,NA,NA,NA,Pretty Happy,$20000 to $24999,Getting better,NA,NA,NA
Female,63,Bachelors,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting better,Excellent,Excellent,Very Good
NA,76,High School,Good,Good,Routine,Very Happy,$25000 or more,Stayed the same,Good,Good,Good
Male,56,Bachelors,Excellent,Excellent,Routine,Very Happy,NA,Getting better,Excellent,Excellent,Excellent
NA,39,High School,NA,Excellent,Exciting,Very Happy,$25000 or more,Getting better,NA,NA,NA
NA,34,Associate/Junior College,Good,Fair,Routine,Pretty Happy,$10000 to $14999,Getting better,Fair,Good,Good
NA,36,High School,Good,Good,Routine,Pretty Happy,$10000 to $14999,Getting worse,Good,Good,Good
NA,51,High School,Fair,NA,NA,Not too Happy,$10000 to $14999,NA,Good,Good,Fair
Female,62,Bachelors,Good,Good,Exciting,Pretty Happy,$20000 to $24999,Getting better,Very Good,Excellent,Very Good
NA,75,High School,Very Good,Good,Routine,Very Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Female,68,High School,Fair,NA,NA,Not too Happy,$10000 to $14999,Stayed the same,Fair,Good,Good
Male,79,High School,Very Good,NA,NA,Very Happy,$10000 to $14999,Stayed the same,Very Good,Good,Good
Male,66,High School,Excellent,NA,NA,Pretty Happy,NA,Stayed the same,Very Good,Good,Good
Male,20,Less than High School,Very Good,Good,Routine,Not too Happy,$10000 to $14999,Getting better,Good,Poor,Fair
Male,74,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Good,Good
Male,48,High School,Fair,NA,NA,Not too Happy,$25000 or more,Getting worse,Fair,Fair,Fair
Male,52,High School,Very Good,Good,Exciting,Pretty Happy,$20000 to $24999,Getting worse,Good,Excellent,Very Good
Female,87,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Female,39,Associate/Junior College,Very Good,Fair,Routine,Very Happy,$25000 or more,Stayed the same,Fair,Good,Good
Male,35,High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Fair
Male,30,High School,Fair,Fair,Exciting,Pretty Happy,$20000 to $24999,Getting better,Fair,Very Good,Good
Male,20,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Excellent
Female,49,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Male,36,Bachelors,Very Good,Fair,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Excellent,Very Good
Female,40,Less than High School,Very Good,NA,NA,Very Happy,$25000 or more,Getting worse,Excellent,Very Good,Very Good
NA,62,High School,Very Good,Fair,Routine,Pretty Happy,$25000 or more,Stayed the same,Fair,Good,Good
Male,22,High School,Good,NA,NA,Pretty Happy,$20000 to $24999,Getting worse,Good,Fair,Good
NA,38,Graduates,Excellent,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Good,Very Good
Female,59,Graduates,Excellent,Excellent,Exciting,Very Happy,$25000 or more,Getting worse,Excellent,Excellent,Excellent
Male,25,High School,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Very Good,Excellent,Excellent
NA,55,High School,Good,Poor,Dull,Pretty Happy,$15000 to $19999,Stayed the same,Poor,Fair,Poor
Male,37,High School,Good,Poor,Routine,Very Happy,$25000 or more,Getting better,Fair,Good,Good
Male,72,Graduates,Excellent,NA,NA,Very Happy,$25000 or more,Getting better,Good,Excellent,Excellent
NA,58,Less than High School,Excellent,Excellent,Exciting,Very Happy,NA,Stayed the same,Excellent,Good,Excellent
Male,65,High School,Good,NA,NA,Very Happy,$20000 to $24999,Stayed the same,Very Good,Very Good,Very Good
Male,46,High School,Very Good,Fair,Routine,Pretty Happy,$25000 or more,Getting worse,Good,Good,Very Good
Male,50,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Fair,Good,Fair
NA,85,High School,Good,Fair,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,73,Bachelors,Very Good,Fair,Routine,Pretty Happy,$8000 to $9999,Getting better,Fair,Fair,Good
Female,89,High School,Good,Good,Exciting,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,69,High School,Fair,Fair,Routine,Pretty Happy,$20000 to $24999,Stayed the same,Fair,Good,Fair
Female,71,High School,Excellent,NA,NA,Very Happy,NA,Getting better,Fair,Good,Excellent
NA,66,High School,Excellent,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Female,19,Less than High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,56,Less than High School,Excellent,Poor,Exciting,Pretty Happy,NA,Getting worse,Poor,Poor,Excellent
Female,46,Less than High School,Fair,NA,NA,Not too Happy,$25000 or more,Getting worse,Good,Good,Very Good
NA,49,High School,Poor,NA,NA,Pretty Happy,$25000 or more,Getting better,Poor,Poor,Poor
Male,34,High School,Good,Fair,Dull,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Good
Male,31,High School,Very Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Good,Good
Male,32,High School,Good,NA,NA,Not too Happy,$25000 or more,Getting worse,Fair,Fair,Fair
NA,26,Bachelors,Very Good,Excellent,Exciting,Pretty Happy,$25000 or more,Getting better,Excellent,Very Good,Very Good
NA,53,High School,Good,Excellent,Routine,Pretty Happy,NA,Getting better,Good,Good,Fair
Female,49,High School,Excellent,NA,Exciting,NA,NA,Getting worse,NA,Excellent,Very Good
NA,20,High School,Fair,Fair,Exciting,Pretty Happy,Under $1000,Stayed the same,Fair,Fair,Fair
Male,39,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Fair
NA,38,High School,Very Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Good,Good
Female,33,Graduates,Poor,NA,NA,Not too Happy,$25000 or more,Getting better,Fair,Poor,Fair
Female,63,High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Good
NA,82,Less than High School,Good,Good,Exciting,Very Happy,$20000 to $24999,Stayed the same,Good,Very Good,Very Good
Male,47,High School,Very Good,Good,Routine,Not too Happy,$25000 or more,Getting worse,Good,Very Good,Very Good
NA,38,Associate/Junior College,Excellent,Good,Exciting,Pretty Happy,$10000 to $14999,Getting better,Very Good,Very Good,Very Good
NA,25,High School,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Very Good,Very Good
Male,55,Less than High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Male,55,High School,Excellent,Good,Exciting,Very Happy,$25000 or more,Stayed the same,Very Good,Good,Good
NA,74,Bachelors,Very Good,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Excellent,Good
NA,77,High School,Good,Excellent,Exciting,Very Happy,$25000 or more,Stayed the same,Good,Good,Fair
NA,61,High School,Excellent,Good,Exciting,Very Happy,NA,Stayed the same,Very Good,Very Good,Very Good
Female,29,High School,Very Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Fair,Good,Good
NA,29,High School,Excellent,Good,Exciting,Pretty Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Male,31,High School,Excellent,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Excellent,Excellent,Excellent
Male,37,High School,Good,Fair,Routine,Pretty Happy,$15000 to $19999,Getting better,Good,Good,Fair
Female,74,High School,Very Good,NA,NA,Pretty Happy,$10000 to $14999,Stayed the same,Good,Very Good,Very Good
NA,80,Associate/Junior College,Excellent,Good,Exciting,Not too Happy,$20000 to $24999,Stayed the same,Good,Good,Very Good
Male,78,High School,Excellent,Good,Routine,Pretty Happy,$20000 to $24999,Stayed the same,Very Good,Good,Good
Female,59,High School,Very Good,Fair,Exciting,Very Happy,$25000 or more,Stayed the same,Fair,Very Good,Very Good
Male,39,High School,Excellent,NA,NA,Pretty Happy,$25000 or more,Getting better,Very Good,Very Good,Very Good
Female,59,High School,Good,NA,NA,Pretty Happy,$6000 to $6999,Getting worse,Fair,Good,Fair
Female,52,High School,Excellent,NA,NA,Pretty Happy,$25000 or more,Getting worse,Excellent,Excellent,Excellent
NA,44,Bachelors,Excellent,Excellent,Exciting,Pretty Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Male,36,High School,Good,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Good,Good,Good
NA,83,High School,Very Good,Fair,Routine,Very Happy,$20000 to $24999,Getting worse,Fair,Very Good,Good
NA,47,High School,Good,Fair,Exciting,Very Happy,$25000 or more,Getting better,Good,Good,Good
Female,65,High School,Fair,NA,NA,Pretty Happy,$25000 or more,Getting worse,Fair,Very Good,Good
NA,37,High School,Fair,Fair,Routine,Pretty Happy,$25000 or more,Stayed the same,Fair,Fair,Excellent
Male,56,Bachelors,Excellent,NA,NA,Pretty Happy,$25000 or more,Stayed the same,Very Good,Excellent,Excellent
NA,40,High School,Very Good,Excellent,Routine,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
Female,39,Graduates,Very Good,Good,Routine,Very Happy,$25000 or more,Getting better,Good,Very Good,Good
NA,30,Bachelors,Good,Good,Routine,Pretty Happy,$10000 to $14999,Stayed the same,Good,Fair,Fair
Female,29,Graduates,Good,Good,Exciting,Very Happy,$5000 to $5999,Stayed the same,Very Good,Excellent,Very Good
NA,24,High School,Very Good,Good,Routine,Pretty Happy,NA,Getting better,Very Good,Good,Very Good
Male,59,High School,Fair,NA,NA,Pretty Happy,$10000 to $14999,Stayed the same,Fair,Good,Fair
Female,44,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Very Good,Very Good,Very Good
NA,59,Bachelors,Good,Fair,NA,Not too Happy,$25000 or more,Getting better,Fair,Fair,Good
Female,39,Graduates,Good,Good,Routine,Pretty Happy,$25000 or more,Getting better,Good,Good,Very Good
Male,72,High School,Very Good,NA,NA,Not too Happy,$10000 to $14999,Getting worse,Fair,Very Good,Good
NA,56,High School,Good,Good,Routine,Pretty Happy,$20000 to $24999,Stayed the same,Fair,Good,Good
Male,36,High School,Good,NA,NA,Pretty Happy,$25000 or more,Getting better,Good,Good,Fair
Female,82,High School,Very Good,NA,NA,Very Happy,$25000 or more,Stayed the same,Good,Very Good,Very Good
Male,35,High School,Good,Good,Exciting,Pretty Happy,$15000 to $19999,Getting worse,Good,Good,Good
